Periodo,1.Precio de la gasolina en EE.UU. (dólares/m3),2.Precio de la onza troy de oro (dólares/oz),3.Precio de la onza troy de plata (dólares/oz),4.Precio del cobre refinado BML (dólares/libra),5.Precio del diesel  (centavos de dólar/galón),6.Precio del gas  natural   (dólares/millón de unidades térmicas británicas),7.Precio del kerosene (dólares/m3),8.Precio del petróleo Brent (dólares/barril),9.Precio del petróleo WTI (dólares/barril),10.Precio del propano (centavos de dólar/galón)     DTN
Jul-1995,126.26,386.46,5.19,1.40,,,,,17.30,
Aug-1995,132.73,383.93,5.43,1.38,,,,,18.00,
Sep-1995,132.97,383.65,5.46,1.32,,,,,18.20,
Oct-1995,119.15,383.49,5.38,1.28,,,,,17.40,
Nov-1995,120.92,385.58,5.32,1.35,,,,,18.00,
Dec-1995,127.13,387.70,5.20,1.33,,,,,19.00,
Jan-1996,130.49,399.91,5.51,1.19,,,,,18.90,
Feb-1996,136.33,404.91,5.66,1.15,,,,,19.10,
Mar-1996,153.55,396.55,5.55,1.16,,,,,21.30,
Apr-1996,174.42,393.01,5.42,1.18,,,,,23.60,
May-1996,165.68,392.04,5.37,1.21,,,,,21.20,
Jun-1996,149.59,385.04,5.16,0.99,,,,,20.40,
Jul-1996,156.06,383.71,5.07,0.90,,,,,21.30,
Aug-1996,153.37,387.70,5.14,0.91,,,,,21.90,
Sep-1996,155.96,383.14,5.02,0.88,,,,,24.00,
Oct-1996,169.67,381.27,4.93,0.89,,,,,24.90,
Nov-1996,174.74,377.97,4.83,1.01,,,,,23.60,
Dec-1996,170.99,369.01,4.83,1.03,,,,,25.40,
Jan-1997,176.99,355.35,4.78,1.10,,,,,25.20,
Feb-1997,164.12,347.62,5.10,1.09,,,,,22.20,
Mar-1997,162.30,351.85,5.20,1.10,,,,,21.00,
Apr-1997,154.45,344.55,4.76,1.08,,,,,19.70,
May-1997,160.69,344.03,4.77,1.14,,,,,20.80,
Jun-1997,146.02,340.66,4.76,1.19,,,,,19.20,
Jul-1997,156.54,323.90,4.37,1.11,,,,,19.60,
Aug-1997,172.73,324.23,4.53,1.02,,,,,19.90,
Sep-1997,150.59,323.39,4.75,0.96,,,,,19.80,
Oct-1997,145.07,324.26,5.03,0.93,,,,,21.30,
Nov-1997,139.71,305.77,5.11,0.87,,,,,20.10,
Dec-1997,131.36,289.28,5.87,0.80,,,,,18.30,
Jan-1998,122.03,289.68,5.91,0.77,,,,,16.70,
Feb-1998,119.21,297.69,6.82,0.76,,,,,16.10,
Mar-1998,112.81,296.32,6.27,0.79,,,,,15.10,
Apr-1998,122.64,308.63,6.35,0.82,,,,,15.30,
May-1998,127.40,299.07,5.55,0.79,,,,,14.90,
Jun-1998,116.25,292.54,5.29,0.75,,,,,13.70,
Jul-1998,110.99,292.77,5.47,0.75,,,,,14.10,
Aug-1998,98.39,283.64,5.15,0.74,,,,,13.40,
Sep-1998,106.29,289.41,5.03,0.75,,,,,15.00,
Oct-1998,109.17,296.22,4.98,0.72,,,,,14.40,
Nov-1998,88.30,294.39,4.98,0.71,,,,,13.00,
Dec-1998,78.49,290.83,4.90,0.67,,,,,11.30,
Jan-1999,86.50,287.52,5.16,0.65,,,,,12.50,
Feb-1999,80.18,287.76,5.55,0.64,,,,,12.00,
Mar-1999,110.04,285.93,5.18,0.63,,,,,14.70,
Apr-1999,131.65,282.56,5.09,0.66,,,,,17.30,
May-1999,126.97,276.76,5.27,0.69,,,,,17.80,
Jun-1999,128.30,261.34,5.06,0.65,,,,,17.90,
Jul-1999,149.11,256.24,5.19,0.74,,,,,20.10,
Aug-1999,159.52,256.72,5.26,0.75,,,,,21.30,
Sep-1999,170.20,265.16,5.24,0.79,,,,,23.90,
Oct-1999,155.83,310.39,5.37,0.78,,,,,22.60,
Nov-1999,173.53,293.67,5.17,0.78,,,,,24.90,
Dec-1999,172.05,284.37,5.20,0.80,,,,,26.10,
Jan-2000,184.12,285.01,5.20,0.84,,3.50,190.36,25.40,27.30,
